totcper	totcinc	food	alta	age	dcoast	dmiddle	dwest
 877.7	 945.4	 440.3	   6.4	48.0	1	0	0
1764.9	2188.3	1216.6	  51.8	46.5	1	0	0
1591.6	1591.5	 891.6	   7.8	37.5	1	0	0
1471.8	1462.0	1188.8	   0.0	54.5	1	0	0
4088.2	4842.3	 995.8	 134.3	37.5	1	0	0
5601.5	6006.3	1057.8	 110.7	40.5	1	0	0
2780.8	2824.7	 699.1	  24.7	60.5	1	0	0
4824.9	3599.5	1628.9	 241.5	53.5	1	0	0
4700.4	4256.3	 986.7	  24.0	34.0	1	0	0
3159.0	3013.3	 969.3	  11.0	42.0	1	0	0
1323.7	 209.3	 640.7	 145.0	40.0	1	0	0
 968.9	1076.0	 775.9	   6.0	80.0	1	0	0
3791.8	3193.3	1267.2	   2.0	41.0	1	0	0
3693.8	3806.3	1104.1	  10.3	42.5	1	0	0
3205.8	2439.0	1114.1	   7.0	37.0	1	0	0
4052.0	2333.3	1312.0	  17.7	36.5	1	0	0
2273.2	1317.5	1111.5	  19.5	38.5	1	0	0
6032.6	4295.0	3460.6	 221.7	34.0	1	0	0
3149.9	1959.0	1756.2	  21.7	37.0	1	0	0
2540.3	2983.0	1861.7	  18.3	26.0	1	0	0
4270.2	4956.7	3330.2	 270.3	38.0	1	0	0
2813.6	2848.5	2460.6	  14.0	50.5	1	0	0
2721.6	2742.3	2258.6	   7.0	70.0	1	0	0
2473.8	6283.3	1798.8	  22.0	48.0	1	0	0
3042.1	3336.3	2460.8	 160.3	49.5	1	0	0
2377.6	2454.0	1847.3	  44.0	38.0	1	0	0
2181.3	4230.7	1962.3	 103.0	33.5	1	0	0
1992.5	3834.7	1454.9	   2.7	28.5	1	0	0
3034.3	1901.0	1693.3	  38.5	51.0	1	0	0
5383.9	3320.0	1755.2	  90.3	41.5	1	0	0
3414.3	3566.3	1237.6	   5.3	29.0	1	0	0
1729.1	4605.0	1544.9	   0.0	43.0	1	0	0
3454.2	1902.3	1517.2	  73.3	41.0	1	0	0
4248.7	3987.0	1882.3	 106.3	31.5	1	0	0
2559.8	2657.5	1776.3	 140.5	54.0	1	0	0
1823.1	1002.7	1068.1	   3.7	33.0	1	0	0
12149.5	6680.0	1515.8	  23.0	41.0	1	0	0
2373.2	2488.0	1021.7	  10.2	36.5	1	0	0
2289.1	2085.3	1463.8	  36.0	40.5	1	0	0
4858.3	3433.0	1324.6	   3.0	30.0	1	0	0
2245.6	1842.7	1067.3	   2.7	38.5	1	0	0
4384.2	3304.7	1731.6	   4.7	38.5	1	0	0
2523.5	2116.5	1807.5	   2.0	61.0	1	0	0
4955.4	3286.5	1732.9	  33.0	52.0	1	0	0
1667.0	2751.3	1444.6	  33.3	41.0	1	0	0
1756.8	2296.0	1366.1	   4.3	60.5	1	0	0
3460.1	2364.7	1528.8	  14.3	28.0	1	0	0
3186.2	2538.3	1271.9	  25.7	49.0	1	0	0
2117.0	2708.0	1120.8	   2.2	57.0	1	0	0
2626.9	4478.0	1655.9	  67.0	50.5	1	0	0
2044.4	 995.7	1459.7	   7.7	77.0	1	0	0
4658.3	2872.0	1859.3	  14.0	46.5	1	0	0
3320.9	2998.0	1236.9	  41.3	48.5	1	0	0
2601.9	2249.5	1228.2	  36.0	47.5	1	0	0
2090.1	1352.2	1751.6	 157.5	52.0	1	0	0
2007.0	2934.0	1195.7	  15.7	38.0	1	0	0
6614.1	2842.5	2662.1	 183.0	47.5	1	0	0
5683.0	1255.0	1396.3	  86.3	32.5	1	0	0
4494.0	4393.0	1207.7	  52.7	42.0	1	0	0
2500.1	8114.0	1325.4	  92.0	37.5	1	0	0
2758.0	2465.0	1380.0	 156.5	52.5	1	0	0
4528.4	3675.0	2077.4	 261.0	43.0	1	0	0
3616.5	2261.0	2020.9	  29.3	63.5	1	0	0
2146.3	2185.7	1672.0	   1.7	36.5	1	0	0
1619.4	1263.0	1465.4	  25.3	34.5	1	0	0
2122.4	1558.5	1318.9	  20.7	47.0	1	0	0
2622.7	2625.5	1999.2	   2.0	53.0	1	0	0
4008.5	3335.0	1764.8	  21.0	43.5	1	0	0
1783.3	1151.5	1478.0	  31.0	52.0	1	0	0
5351.0	4640.3	1216.7	  30.0	31.0	1	0	0
1304.0	2061.7	 877.3	  12.8	38.0	1	0	0
2046.4	2942.5	1286.9	   5.8	41.0	1	0	0
 644.6	1307.5	 583.6	   5.2	61.5	1	0	0
 893.2	1339.0	 700.7	   0.0	31.5	1	0	0
1624.6	3025.0	1178.6	   8.7	41.5	1	0	0
1693.6	2383.5	 934.1	  18.7	41.0	1	0	0
 946.1	1151.4	 824.1	   2.8	33.5	1	0	0
1399.0	2339.3	1193.0	  33.0	41.0	1	0	0
1381.7	2096.8	1001.4	   7.0	40.0	1	0	0
1149.6	2223.7	1058.2	   1.0	28.0	1	0	0
1306.7	1833.2	1091.2	  10.0	52.0	1	0	0
1112.3	1836.8	1041.5	   0.3	31.0	1	0	0
1670.8	1867.5	1037.3	   8.5	39.0	1	0	0
1939.1	1745.0	1458.1	  41.5	35.0	1	0	0
1534.8	2078.5	1288.0	  75.5	28.0	1	0	0
1384.5	 534.8	1078.3	  93.6	37.0	1	0	0
1292.4	1491.2	 962.8	   6.2	41.5	1	0	0
1571.8	2575.3	1222.3	  20.0	36.5	1	0	0
2156.8	2665.5	1980.3	  13.0	24.5	1	0	0
1400.3	1555.8	1083.5	   1.4	34.0	1	0	0
1916.2	2280.0	1641.2	  33.7	61.0	1	0	0
1261.8	1217.2	1113.1	  78.3	36.5	1	0	0
1389.2	2157.0	1293.2	   0.0	60.5	1	0	0
1729.4	1657.5	1258.7	  38.5	40.5	1	0	0
1478.0	1800.0	1107.7	  10.0	44.0	1	0	0
 841.0	 850.0	 658.4	  10.0	40.0	1	0	0
1612.6	1590.0	1186.1	   7.7	41.0	1	0	0
1088.5	1592.0	 978.0	  14.0	35.0	1	0	0
1684.8	1712.2	1196.8	  53.4	34.0	1	0	0
 912.2	1040.6	 847.4	  33.4	31.0	1	0	0
1339.1	 982.5	 926.1	   2.0	30.5	1	0	0
1187.1	1332.3	 860.3	   8.5	31.5	1	0	0
1761.1	1417.0	1175.3	   7.4	42.0	1	0	0
1733.6	1048.3	1166.3	  33.5	34.5	1	0	0
1156.0	 969.3	 821.3	   6.5	43.5	1	0	0
1578.1	1566.6	1057.1	  35.0	40.5	1	0	0
2010.1	3329.0	1635.4	  55.7	56.0	1	0	0
1731.4	2244.2	1116.7	  26.3	49.0	1	0	0
1562.3	1711.0	1217.8	  12.0	61.5	1	0	0
1177.0	1498.0	 922.0	   0.0	59.5	1	0	0
1188.2	2223.7	 858.2	   9.3	30.0	1	0	0
1516.1	1685.7	1068.4	   2.7	50.5	1	0	0
1364.4	2387.0	 950.4	  45.0	40.5	1	0	0
1268.7	1492.0	 988.3	  13.0	55.0	1	0	0
 855.8	2159.0	 519.5	  37.7	27.5	1	0	0
 714.8	1170.3	 581.8	   0.0	27.0	1	0	0
 411.7	 404.0	 299.0	  27.7	33.0	1	0	0
1639.4	1408.7	 953.4	  60.0	40.0	1	0	0
1051.3	1498.8	 728.0	   8.0	32.0	1	0	0
1191.1	 801.0	 841.1	  35.7	26.5	1	0	0
1479.3	1126.3	 783.9	   0.0	41.0	1	0	0
2036.2	1783.7	 742.4	  34.8	48.0	1	0	0
1782.9	2094.0	1003.7	  12.6	45.0	1	0	0
1426.5	2306.8	1205.8	  38.5	35.0	1	0	0
1399.3	1722.8	1014.9	  39.0	32.0	1	0	0
1014.4	1844.3	 901.4	  36.5	45.0	1	0	0
1220.6	1285.0	 804.7	  20.7	42.0	1	0	0
1203.0	1617.8	1016.6	   3.2	36.0	1	0	0
 974.4	1079.5	 658.2	   6.5	29.5	1	0	0
2065.4	3658.0	1614.4	  14.0	59.0	1	0	0
1146.7	 741.0	 769.3	  40.4	35.0	1	0	0
1041.8	1091.0	 456.1	   7.5	31.0	1	0	0
1562.8	1769.2	1024.3	   4.7	35.0	1	0	0
1898.5	1674.0	1063.7	  25.2	39.5	1	0	0
2414.3	7071.3	1012.0	  44.7	48.5	1	0	0
2473.0	2628.0	1149.0	  35.2	39.5	1	0	0
2640.6	2509.0	1182.1	  82.7	43.0	1	0	0
3391.2	2556.0	1086.7	  98.0	56.5	1	0	0
2408.8	1110.0	 702.3	  15.8	37.5	1	0	0
2442.8	1314.0	 764.4	  45.4	45.0	1	0	0
3300.5	2156.0	1206.5	 113.3	28.5	1	0	0
3526.6	2792.0	 973.9	   9.0	29.0	1	0	0
4682.8	4796.0	 919.4	  13.3	31.0	1	0	0
1185.8	2028.0	1137.3	  33.0	48.0	1	0	0
1289.6	1373.0	1178.6	  50.0	56.0	1	0	0
2036.4	2745.0	1691.0	 119.0	47.0	1	0	0
1430.8	2561.0	1277.8	 100.3	45.5	1	0	0
 911.2	2216.7	 896.7	  24.0	52.0	1	0	0
1257.5	1692.0	1078.7	  51.0	44.0	1	0	0
1548.4	1839.0	1394.1	 148.0	30.0	1	0	0
3983.3	3466.7	1000.8	  42.0	42.0	1	0	0
1386.2	2764.0	 897.2	  21.0	47.0	1	0	0
1157.7	1913.6	 804.3	  11.0	45.5	1	0	0
4191.3	2744.0	 927.0	   0.7	53.5	1	0	0
1256.7	1315.0	 711.0	   0.0	25.5	1	0	0
4324.4	1598.3	1143.8	 100.0	40.0	1	0	0
3048.4	2661.0	1264.1	 163.3	31.5	1	0	0
1592.9	2255.0	 798.9	  71.7	35.5	1	0	0
2485.0	2605.8	1090.0	 170.5	45.0	1	0	0
3608.7	2998.2	 929.9	 163.0	51.0	1	0	0
2268.9	1435.0	1148.9	  75.0	59.5	1	0	0
2135.5	1990.0	1256.2	 117.3	53.0	1	0	0
2697.6	1790.2	 740.6	  43.0	31.5	1	0	0
1669.3	1334.5	1032.8	 101.0	69.0	1	0	0
2534.3	1315.0	1220.8	  78.0	62.5	1	0	0
5761.8	3273.2	1198.0	   1.2	48.0	1	0	0
4895.6	2321.0	2317.1	  14.0	57.5	1	0	0
2231.5	2092.8	1549.5	 133.2	34.0	1	0	0
4259.0	2306.0	1778.5	  33.0	57.0	1	0	0
1499.1	1224.0	 846.7	  47.8	47.0	1	0	0
2556.9	1666.0	1061.9	  63.0	51.5	1	0	0
1953.0	1238.0	 835.5	  10.5	39.0	1	0	0
1302.8	1151.8	 778.0	  40.4	43.0	1	0	0
1788.1	1150.2	 748.9	  14.2	45.5	1	0	0
7660.4	2242.0	 880.2	  15.3	41.5	1	0	0
1979.7	2225.5	 975.7	  12.5	44.0	1	0	0
1835.2	1126.4	 837.6	  38.0	46.5	1	0	0
2123.7	2396.0	 818.7	  32.6	41.5	1	0	0
1959.4	1647.0	1070.1	  43.7	31.0	1	0	0
1056.9	1884.0	 702.7	  38.5	51.0	1	0	0
1705.7	1905.0	 937.4	   0.0	34.5	1	0	0
1388.6	1605.3	 968.9	  71.0	32.0	1	0	0
1653.4	2753.0	1119.4	  27.0	37.5	1	0	0
1867.0	1044.0	1127.3	 116.0	40.0	1	0	0
1874.9	1676.0	 941.9	  12.5	34.0	1	0	0
2019.4	 605.0	 738.4	   7.2	36.5	1	0	0
2157.7	1243.0	 893.7	   6.0	59.5	1	0	0
2357.0	1403.0	 950.3	  13.8	48.5	1	0	0
2307.2	1272.2	 840.2	  10.5	45.5	1	0	0
1056.1	1655.0	 935.3	   7.5	41.0	1	0	0
1980.1	 680.0	 825.4	   0.7	31.0	1	0	0
1938.4	2415.0	 793.0	   0.0	36.0	1	0	0
2199.4	2215.0	 858.4	  10.0	47.5	1	0	0
2122.0	1024.0	 806.0	   9.3	44.0	1	0	0
2486.3	 951.0	 838.3	   2.7	63.5	1	0	0
1272.2	2742.0	 664.7	  45.0	43.5	1	0	0
2137.0	2864.8	1402.5	  96.3	32.0	1	0	0
3656.6	3310.0	1764.3	 200.3	28.0	1	0	0
1277.8	1334.5	 977.3	  77.0	62.5	1	0	0
3037.7	3390.0	1877.0	 100.3	54.5	1	0	0
1649.9	2125.0	1075.9	  30.2	56.0	1	0	0
2255.9	2490.7	1250.5	 108.7	46.0	1	0	0
3343.6	3116.3	1151.4	  81.5	47.0	1	0	0
5413.3	6666.7	3246.7	1000.0	44.0	1	0	0
2904.2	3250.0	2249.2	 250.0	47.0	1	0	0
3182.5	5000.0	2007.5	 375.0	35.5	1	0	0
5086.7	6666.7	2730.0	 600.0	36.0	1	0	0
2917.0	4000.0	1661.7	 400.0	40.5	1	0	0
10082.3	1550.0	2007.3	  50.0	50.5	1	0	0
2195.2	2500.0	1018.7	 750.0	45.0	1	0	0
1498.2	3250.0	 791.2	 270.0	40.5	1	0	0
3480.1	2500.0	2348.1	 625.0	49.0	1	0	0
3289.5	3000.0	2287.5	 600.0	27.5	1	0	0
4178.2	4786.7	3311.5	 233.3	40.5	1	0	0
2450.3	2915.0	1845.3	  75.0	37.0	1	0	0
4449.6	6787.5	3499.6	   0.0	50.0	1	0	0
2681.3	2586.7	2048.0	 266.7	40.5	1	0	0
11617.2	8250.0	7417.2	 400.0	50.0	1	0	0
4299.1	7486.7	3099.1	 266.7	37.0	1	0	0
2743.5	3565.0	2143.5	 150.0	40.5	1	0	0
3997.8	6303.3	2781.2	 133.3	45.0	1	0	0
2750.9	4333.3	1767.6	   0.0	66.5	1	0	0
6754.5	5500.0	3254.5	   0.0	45.0	1	0	0
3264.1	2250.0	1901.6	   0.0	43.5	1	0	0
3536.9	3750.0	1286.9	 200.0	49.0	1	0	0
3892.7	 366.7	2169.3	   0.0	39.0	1	0	0
3191.9	2425.0	1171.9	 375.0	41.0	1	0	0
7011.7	8333.3	3401.7	 533.3	35.0	1	0	0
2161.1	4333.3	1611.1	 133.3	52.5	1	0	0
3318.3	3655.3	1206.3	   0.0	25.0	1	0	0
3117.5	4328.3	2019.2	 500.0	43.5	1	0	0
3728.7	4149.7	2147.0	 500.0	41.0	1	0	0
2918.7	3587.3	1933.7	 300.0	32.5	1	0	0
3510.8	3629.0	1537.5	 166.7	31.0	1	0	0
3628.8	4629.5	2066.3	 230.0	47.5	1	0	0
3252.0	3930.0	2652.0	 100.0	48.0	1	0	0
2495.0	3264.0	1458.3	 100.0	30.0	1	0	0
3233.3	4011.3	1860.0	 400.0	39.5	1	0	0
3178.5	3735.5	2216.0	 337.5	46.0	1	0	0
2048.6	2060.3	1366.6	  97.3	55.0	1	0	0
9307.4	6653.8	1736.9	 198.0	37.5	1	0	0
2673.0	 934.6	1183.2	  67.0	48.0	1	0	0
1725.0	 766.6	1191.4	  11.0	51.5	1	0	0
7765.9	4471.5	2054.2	 275.7	34.5	1	0	0
4559.8	2730.0	2016.1	 234.0	32.5	1	0	0
2134.4	1308.0	1320.1	  58.3	70.0	1	0	0
2201.7	2097.0	1242.7	 135.2	63.5	1	0	0
2254.6	1418.8	1045.2	   5.6	47.0	1	0	0
2250.5	2874.5	1013.3	  56.3	33.0	1	0	0
1884.4	1869.4	1270.8	 165.4	35.5	1	0	0
4854.7	2090.2	3463.7	 151.6	50.0	1	0	0
5115.0	4237.0	2492.6	  72.7	65.0	1	0	0
3018.2	1771.0	1098.3	  38.2	55.5	1	0	0
2250.6	4496.7	1334.6	  35.3	52.5	1	0	0
2448.7	3657.7	1603.5	   4.0	46.0	1	0	0
3515.4	2635.3	1460.4	  57.5	44.5	1	0	0
2112.0	1410.7	1468.7	  60.3	30.5	1	0	0
2177.5	2775.0	1057.5	   5.0	46.0	1	0	0
10740.4	5021.0	2190.7	  68.0	44.5	1	0	0
2971.1	2587.7	2034.4	  48.0	60.0	1	0	0
3287.2	2137.5	3158.7	 143.5	60.5	1	0	0
7771.0	3958.2	2788.8	 380.2	39.0	1	0	0
4589.2	4281.5	1419.7	  65.2	44.0	1	0	0
1614.6	1118.2	 793.4	  86.2	42.0	1	0	0
4231.6	3306.0	1792.2	   2.0	36.5	1	0	0
4290.8	2805.0	1498.3	  93.2	37.0	1	0	0
4743.1	1624.0	1320.5	 134.3	36.5	1	0	0
3061.5	2727.7	1234.9	 102.7	43.5	1	0	0
3363.5	1365.5	 845.3	   1.5	39.0	1	0	0
1321.5	1037.4	 743.5	   0.0	67.0	1	0	0
1436.3	1427.4	 699.5	  36.6	36.0	1	0	0
3961.5	3330.7	1032.8	 140.3	39.5	1	0	0
2542.9	2252.0	1881.9	 154.0	36.5	1	0	0
3435.3	4268.7	1770.8	 134.5	45.5	1	0	0
1480.4	1236.7	 954.9	   0.0	31.5	1	0	0
3414.2	2438.3	2030.8	  79.7	45.5	1	0	0
4217.3	2679.5	2097.3	 433.0	43.0	1	0	0
2576.0	1987.6	1294.6	 109.6	30.0	1	0	0
5822.9	3430.7	2159.6	 482.0	27.5	1	0	0
2988.2	1367.8	1205.4	  21.0	41.5	1	0	0
3528.2	3465.5	1813.4	 188.2	42.5	1	0	0
4049.7	3225.5	1938.7	  41.0	42.5	1	0	0
2777.0	1694.0	1484.2	 125.5	43.0	1	0	0
3546.1	2230.5	1261.1	  48.7	40.0	1	0	0
3147.8	2400.2	 970.8	  20.5	33.0	1	0	0
3717.8	2390.7	1365.5	  53.0	32.5	1	0	0
2257.6	2172.3	 891.3	  16.0	30.5	1	0	0
2846.7	2135.0	 821.2	  32.8	38.5	1	0	0
7647.4	3671.0	2119.4	 146.5	56.0	1	0	0
9797.0	5952.5	5145.0	 817.5	24.5	1	0	0
9675.1	2002.7	1156.8	 212.3	33.0	1	0	0
2678.3	1782.3	1050.3	  16.5	39.5	1	0	0
1855.3	1646.0	 971.7	 101.0	31.0	1	0	0
3714.8	3484.2	1867.6	   8.7	54.5	1	0	0
3657.1	3555.7	1988.4	 539.3	61.0	1	0	0
1997.0	2366.5	1059.5	  14.0	38.0	1	0	0
3456.6	3407.7	1696.9	 108.2	45.0	1	0	0
9288.1	2288.7	2425.6	 364.7	59.5	1	0	0
8095.8	6515.5	2793.3	 164.5	55.0	1	0	0
4385.1	3588.3	2654.7	  11.7	56.0	1	0	0
3307.9	2880.0	1465.6	 532.7	33.5	1	0	0
6010.7	4050.7	2165.0	 193.7	37.5	1	0	0
3924.6	2267.7	1917.1	 165.7	40.0	1	0	0
8346.5	5646.3	2049.2	  52.3	43.5	1	0	0
3057.0	3249.0	1501.2	  32.5	50.5	1	0	0
3027.7	2010.2	1269.7	 151.0	38.0	1	0	0
6509.8	4810.3	2287.5	  64.0	30.5	1	0	0
2444.6	2070.0	1551.4	  25.0	47.0	1	0	0
3307.3	3035.4	1242.9	 150.2	54.0	1	0	0
10620.2	5592.0	2683.4	 101.0	43.0	1	0	0
6403.1	4838.5	2232.3	  40.7	37.0	1	0	0
14716.7	 543.5	1012.2	 175.0	39.5	1	0	0
4880.9	3964.0	1987.5	  83.0	49.5	1	0	0
2659.3	2963.2	1156.1	  95.0	45.0	1	0	0
3362.7	2561.2	1765.9	  74.7	39.5	1	0	0
6107.3	1874.3	1165.3	   7.0	44.0	1	0	0
6481.0	1259.8	1622.2	 328.8	41.5	1	0	0
6452.8	1470.7	2573.8	 523.0	39.5	1	0	0
5038.8	1993.7	2453.5	 382.0	39.5	1	0	0
3224.4	 186.5	1432.2	  10.0	52.0	1	0	0
5386.0	 761.3	2029.0	 160.3	32.5	1	0	0
6315.7	 760.5	2093.2	 328.8	31.0	1	0	0
5488.1	1009.0	1473.9	 176.7	42.0	1	0	0
4266.4	2241.0	1784.8	 232.7	30.0	1	0	0
4505.4	1187.0	2106.1	 221.7	35.0	1	0	0
5365.9	1213.3	2179.2	 566.5	45.0	1	0	0
7068.0	1211.7	2723.0	  89.0	35.0	1	0	0
19295.3	1240.7	2325.3	  50.7	36.5	1	0	0
15524.6	 665.0	2183.3	  96.7	29.5	1	0	0
15953.5	 792.3	1444.5	  21.7	28.5	1	0	0
7843.0	1579.7	2442.4	 403.7	45.0	1	0	0
3477.5	 882.7	1645.8	  67.7	39.0	1	0	0
3036.3	 651.5	1310.0	 153.8	43.5	1	0	0
3742.2	 949.7	1594.6	  63.0	31.5	1	0	0
3768.0	 771.0	1440.0	  97.7	38.0	1	0	0
3405.6	1667.0	2114.0	  18.7	33.0	1	0	0
2790.6	 724.2	1119.2	   3.2	44.0	1	0	0
9556.4	1655.7	1174.4	   8.5	41.0	1	0	0
3177.7	 365.0	1242.2	  94.2	38.5	1	0	0
4039.3	1242.7	1384.6	 102.3	24.0	1	0	0
6258.2	2800.0	2565.6	 310.7	40.5	1	0	0
5222.8	3063.2	1096.0	  20.8	47.0	1	0	0
3482.2	2718.7	2146.5	  74.3	34.5	1	0	0
4933.3	4536.0	1615.0	 359.5	46.5	1	0	0
5056.6	5159.3	3207.9	 269.0	55.5	1	0	0
7562.3	4916.0	2475.6	  49.3	37.0	1	0	0
16051.4	5337.3	3428.1	 847.3	47.0	1	0	0
3760.9	1583.3	1524.4	  85.5	37.0	1	0	0
3355.7	3660.0	1599.7	 154.2	50.0	1	0	0
6099.7	5219.0	2552.4	  16.0	48.0	1	0	0
5590.4	3061.3	1982.7	 146.3	63.0	1	0	0
2536.0	5429.2	1479.5	  40.0	32.5	1	0	0
3125.3	5150.0	2017.3	 168.0	36.5	1	0	0
5648.5	6213.5	1950.5	 117.5	48.0	1	0	0
4166.6	7694.0	2269.1	   0.0	58.0	1	0	0
18142.5	6346.0	1718.2	 244.7	33.0	1	0	0
2518.6	1585.0	1311.1	 107.5	62.5	1	0	0
3086.8	2128.3	1955.5	 138.3	50.5	1	0	0
1569.5	1682.3	 925.5	  85.7	31.5	1	0	0
2391.7	1207.7	 947.0	  33.7	53.0	1	0	0
3257.1	3368.7	1391.7	  95.0	54.5	1	0	0
1770.4	1418.2	1108.4	  26.6	41.0	1	0	0
2629.1	2252.3	1047.7	  30.7	61.5	1	0	0
4146.1	3272.5	2400.1	 133.0	55.5	1	0	0
6428.6	 960.0	1847.6	 278.3	29.0	1	0	0
3733.2	3778.0	2073.2	   8.5	54.5	1	0	0
4344.7	2489.8	1741.2	 201.8	43.5	1	0	0
3254.2	2044.3	1976.2	 106.2	45.0	1	0	0
2647.0	2775.0	1773.2	 105.8	45.0	1	0	0
3002.3	2622.0	1691.8	   2.5	71.5	1	0	0
3483.8	2525.3	2133.2	 728.0	39.0	1	0	0
1970.1	1354.7	1343.1	  50.7	27.0	1	0	0
3126.3	2932.0	1724.9	  52.3	30.5	1	0	0
5576.6	1662.0	1053.6	  24.0	57.0	1	0	0
5530.3	2782.0	3076.9	 704.3	33.0	1	0	0
3515.3	2698.7	1485.6	 234.0	50.5	1	0	0
4519.3	5715.0	3231.8	   0.0	46.5	1	0	0
2298.6	1958.0	1596.6	  10.0	58.5	1	0	0
3721.4	2243.0	2464.9	  29.5	56.0	1	0	0
7683.0	5050.0	4592.5	 424.5	52.5	1	0	0
3613.4	 981.0	1242.6	  20.6	44.5	1	0	0
4464.4	3483.5	1889.2	 236.0	48.0	1	0	0
13567.6	1583.3	2463.3	 558.3	32.0	1	0	0
1502.8	1300.0	1112.8	  60.0	47.5	1	0	0
1428.1	1075.0	1040.6	  50.0	55.0	1	0	0
1229.7	 900.0	 949.7	  60.0	33.0	1	0	0
1546.1	1150.0	1246.1	 100.0	50.0	1	0	0
1304.1	 833.3	1020.8	  50.0	48.0	1	0	0
1479.6	1000.0	1147.1	  62.5	42.0	1	0	0
1211.5	 860.0	 991.5	  50.0	42.0	1	0	0
1547.3	1200.0	1193.3	  60.0	49.0	1	0	0
1414.8	1100.0	1024.8	  60.0	45.0	1	0	0
9386.5	1625.0	1386.5	  25.0	49.0	1	0	0
2111.6	1823.3	1541.6	  10.0	56.5	1	0	0
1800.3	1625.0	1262.8	  12.5	37.0	1	0	0
2502.2	1766.7	1602.2	   3.3	48.0	1	0	0
2225.0	2500.0	 625.0	  12.5	52.0	1	0	0
2101.1	1500.0	1011.1	   0.0	44.0	1	0	0
1805.5	1200.0	1125.5	   0.0	48.5	1	0	0
1453.1	1400.0	1113.1	   0.0	52.5	1	0	0
1587.2	1125.0	1169.7	  75.0	59.5	1	0	0
1312.2	 875.0	1024.7	  75.0	37.0	1	0	0
1263.4	 750.0	 913.4	   0.0	35.0	1	0	0
1416.9	1250.0	 969.4	   0.0	43.0	1	0	0
1268.8	1000.0	 893.8	  75.0	40.5	1	0	0
1445.4	1000.0	 817.4	   0.0	41.0	1	0	0
1430.9	1050.0	1028.4	  12.5	35.0	1	0	0
1541.0	 820.0	1181.0	  40.0	49.0	1	0	0
1393.2	 800.0	1118.2	   0.0	42.5	1	0	0
2193.6	1200.0	1843.6	 120.0	59.5	1	0	0
1847.0	1425.0	1147.0	   0.0	45.0	1	0	0
1505.9	1500.0	1155.9	  30.0	55.5	1	0	0
1942.7	1950.0	1517.7	  50.0	44.0	1	0	0
1705.1	1200.0	1205.1	   0.0	41.0	1	0	0
1685.2	1125.0	1252.7	  30.0	53.0	1	0	0
1946.6	1500.0	1396.6	  37.5	53.5	1	0	0
1310.0	1200.0	 988.0	  40.0	36.0	1	0	0
1641.3	 750.0	1541.3	  50.0	61.0	1	0	0
1499.8	1250.0	1199.8	 100.0	38.0	1	0	0
1555.5	1000.0	1280.5	  50.0	68.0	1	0	0
1423.6	1600.0	 963.6	  40.0	38.0	1	0	0
1562.1	1200.0	1222.1	   0.0	52.5	1	0	0
1775.6	1625.0	1250.6	 175.0	38.5	1	0	0
1938.6	1400.0	1162.0	  66.7	59.0	1	0	0
1540.6	1175.0	1203.1	   0.0	61.5	1	0	0
1298.5	1000.0	1048.5	   0.0	67.0	1	0	0
1549.1	1333.3	1215.8	  33.3	24.0	1	0	0
1373.7	1250.0	1036.2	   0.0	31.0	1	0	0
1473.3	1266.7	1206.6	   0.0	63.5	1	0	0
2795.6	1215.2	1191.8	   4.3	43.0	1	0	0
10007.1	6857.0	2220.4	  17.3	46.5	1	0	0
2019.7	1708.5	 813.2	  74.5	33.5	1	0	0
4025.6	2270.5	1633.6	  20.0	45.5	1	0	0
4141.4	1393.5	1201.9	  78.7	44.5	1	0	0
2432.8	1428.0	1998.8	  77.5	64.5	1	0	0
1507.1	1844.5	 905.4	   2.8	44.5	1	0	0
2806.8	2004.0	 905.8	   1.0	43.5	1	0	0
3194.1	3555.0	1474.1	  83.8	46.5	1	0	0
2962.5	1813.3	1502.2	   5.0	71.0	1	0	0
3281.0	1881.4	1664.0	 103.6	37.0	1	0	0
3861.5	2305.3	1729.8	  51.3	41.0	1	0	0
3776.9	2447.0	1506.2	   5.2	31.0	1	0	0
3025.8	3021.0	1418.3	   7.2	31.0	1	0	0
6925.3	2678.0	1732.3	   2.5	54.0	1	0	0
2261.6	2259.7	1054.6	  99.7	33.5	1	0	0
2492.6	 837.5	1363.6	  32.2	35.0	1	0	0
1906.6	1295.6	1156.0	   9.4	49.0	1	0	0
1810.6	1123.0	1214.6	  52.3	54.5	1	0	0
2209.0	1462.0	1364.0	  15.3	49.5	1	0	0
2425.7	1819.5	1792.2	  33.0	64.0	1	0	0
4114.0	3610.0	2049.4	 105.0	48.5	1	0	0
5448.1	4115.0	2084.1	  71.5	44.0	1	0	0
2894.1	1867.0	1743.1	  41.3	44.5	1	0	0
2594.8	2174.3	1413.4	 132.7	38.5	1	0	0
2848.6	1741.0	1410.6	   7.0	47.5	1	0	0
3051.1	1989.0	1532.7	  50.4	48.0	1	0	0
4321.9	3225.3	2050.4	 163.5	46.5	1	0	0
6937.0	3330.5	3037.5	 123.5	49.0	1	0	0
4658.2	2582.7	1279.4	  30.5	48.0	1	0	0
5647.0	3057.2	2264.0	  56.0	49.0	1	0	0
6992.1	2973.3	1383.3	 196.2	42.5	1	0	0
2537.9	2149.0	1175.4	   0.0	38.5	1	0	0
2683.1	2034.0	1348.4	  46.0	51.5	1	0	0
4333.5	2723.0	1159.0	   9.7	47.5	1	0	0
8406.4	5939.0	2010.4	  41.5	65.5	1	0	0
